Status,CameraX,MotorY,CameraY,MatchLevel,MotorX,
1.0,282.7734375,478.690063477,292.28125,89.234375,110.000099182,
1.0,265.3359375,487.66998291,292.78125,92.9609375,110.000068665,
1.0,247.5,493.688262939,289.734375,91.75,110.000099182,
1.0,282.71875,502.677398682,286.796875,91.30859375,110.0,
1.0,264.0859375,511.677947998,285.3515625,92.04296875,110.0,
1.0,244.30078125,517.674133301,281.71875,91.515625,110.000030518,
1.0,279.87109375,526.677185059,278.8046875,94.4765625,110.000068665,
1.0,260.94921875,535.680786133,276.61328125,98.2109375,110.0001297,
1.0,243.5,541.680419922,274.15625,91.82421875,110.0001297,
1.0,280.296875,550.682617188,270.5625,88.87109375,110.000099182,
1.0,264.16796875,559.690612793,270.203125,91.52734375,110.000038147,
1.0,246.4140625,565.684448242,268.91015625,91.69140625,110.000068665,
1.0,281.5,574.689880371,264.9921875,85.1796875,110.0001297,
1.0,262.73046875,583.680419922,262.12890625,84.37109375,110.000068665,
1.0,244.73046875,589.688415527,262.1171875,84.44921875,110.0,
1.0,282.5,598.678039551,262.00390625,86.453125,110.000099182,
0.0,0.0,607.682189941,0.0,0.0,110.0001297,
0.0,0.0,613.681396484,0.0,0.0,110.000030518,
0.0,0.0,622.67779541,0.0,0.0,110.000167847,


Status,CameraX,MotorY,CameraY,MatchLevel,MotorX,0.0,0.0,310.391571045,0.0,0.0,110.000038147,
1.0,259.5,319.399963379,344.16796875,89.3984375,110.0,
1.0,241.2734375,325.393676758,345.03515625,84.6640625,110.000099182,
1.0,279.78125,334.398406982,343.7109375,86.87109375,110.000030518,
1.0,260.5,343.386199951,336.76171875,91.48828125,109.999969482,
1.0,241.9375,349.397644043,333.3046875,89.79296875,110.000099182,
1.0,278.625,358.388946533,330.17578125,89.6953125,109.999931335,
1.0,261.7890625,367.38885498,328.703125,90.1484375,110.000030518,
1.0,242.5,373.387542725,325.7265625,90.0625,110.0,
1.0,278.5,382.391082764,322.19140625,89.15234375,110.000030518,
1.0,261.6484375,391.395843506,319.9375,89.578125,110.000068665,
1.0,242.453125,397.393218994,320.89453125,83.015625,110.000099182,
1.0,278.64453125,406.396911621,315.078125,87.0546875,110.000038147,
1.0,262.2890625,415.400054932,311.9921875,91.47265625,110.000099182,
1.0,245.2421875,421.395751953,313.171875,84.0859375,109.999969482,
1.0,283.5,430.401031494,308.25,88.98828125,110.000068665,
1.0,268.5,439.390808105,309.3515625,84.32421875,110.000099182,
1.0,247.08984375,445.401641846,300.0859375,84.09765625,110.000068665,
1.0,286.4921875,454.395629883,299.62890625,86.5390625,110.000030518,
1.0,270.4765625,463.394958496,296.984375,90.9296875,110.0,
1.0,252.5,469.393432617,295.5,89.234375,110.000030518,
1.0,287.85546875,478.391143799,292.5,89.1015625,109.999931335,
1.0,270.921875,487.394500732,292.71484375,92.7734375,110.000061035,
1.0,252.5,493.39630127,289.5,91.6015625,110.0,
1.0,288.2890625,502.400878906,286.94140625,91.7578125,110.000061035,
1.0,268.90234375,511.406738281,284.8046875,92.2109375,110.000099182,
1.0,249.890625,517.397460938,281.91796875,91.4296875,110.000068665,
1.0,284.83203125,526.406188965,279.33203125,94.85546875,110.000068665,
1.0,266.48828125,535.39666748,276.74609375,97.08203125,110.000099182,
1.0,248.6484375,541.403137207,272.95703125,92.16015625,110.000038147,
1.0,285.90625,550.394775391,270.44921875,88.1875,110.0,
1.0,269.8671875,559.394042969,269.24609375,91.28125,109.999931335,
1.0,251.890625,565.397399902,267.12109375,93.03125,110.0001297,
1.0,289.35546875,574.397705078,267.625,87.38671875,110.000099182,
1.0,267.53125,583.409301758,262.86328125,84.203125,110.000030518,
1.0,249.8359375,589.398864746,262.234375,84.19921875,110.000068665,
1.0,287.5,596.688171387,261.10546875,86.1640625,110.000030518,


Status,CameraX,MotorY,CameraY,MatchLevel,MotorX,0.0,0.0,310.218109131,0.0,0.0,110.000038147,
1.0,263.03515625,319.209472656,347.4609375,84.484375,109.999931335,
1.0,245.5,325.221343994,344.3671875,86.55859375,110.000068665,
1.0,282.97265625,334.208190918,343.61328125,86.94921875,110.0001297,
1.0,264.1953125,343.207580566,336.2890625,91.5546875,110.000068665,
1.0,245.2109375,349.21194458,333.3515625,89.82421875,110.000099182,
1.0,282.0234375,358.211395264,330.40625,89.4296875,110.000068665,
1.0,264.89453125,367.210998535,328.62890625,89.9296875,110.000030518,
1.0,245.171875,373.211425781,326.17578125,90.7734375,110.000068665,
1.0,281.98828125,382.21270752,322.7265625,89.70703125,110.0001297,
1.0,265.0234375,391.223083496,320.4453125,89.26171875,110.000068665,
1.0,245.91796875,397.218902588,320.90625,83.015625,110.0001297,
1.0,282.07421875,406.2237854,314.5,86.02734375,110.000099182,
1.0,265.5,415.211730957,311.796875,91.2421875,110.0,
1.0,248.84375,421.222045898,313.17578125,82.90234375,110.000038147,
1.0,286.5,430.210571289,308.54296875,89.46875,110.000030518,
1.0,271.109375,439.213989258,309.5,84.50390625,110.000030518,
1.0,250.41796875,445.214996338,300.09375,83.45703125,110.0001297,
1.0,289.83984375,454.218994141,299.4765625,86.44921875,110.000068665,
1.0,273.5,463.223846436,296.30078125,90.5234375,110.000099182,
1.0,252.1015625,469.215698242,293.1015625,87.578125,110.000068665,
1.0,291.20703125,478.218719482,292.515625,89.34375,110.0,
1.0,274.42578125,487.223175049,292.63671875,92.30859375,110.000099182,
1.0,255.5,493.222900391,289.3046875,91.70703125,110.000068665,
1.0,291.46484375,502.226989746,287.09375,91.49609375,110.000099182,
1.0,272.73046875,511.21774292,285.7734375,92.69921875,109.999969482,
1.0,253.30859375,517.221130371,282.5,91.03125,110.0,
1.0,288.265625,526.220397949,279.15234375,94.546875,110.0,
1.0,269.9296875,535.219909668,276.5,98.10546875,110.0001297,
1.0,252.0078125,541.217651367,273.06640625,91.875,110.000099182,
1.0,289.12109375,550.219970703,271.6640625,89.12890625,110.0,
1.0,272.5,559.229553223,269.89453125,91.65625,110.000068665,
1.0,255.046875,565.224243164,267.078125,92.3515625,110.000068665,
1.0,290.33203125,574.22845459,264.875,85.71484375,110.000068665,
1.0,271.58203125,583.225463867,263.109375,84.5234375,110.000068665,
1.0,252.984375,589.229492188,262.203125,84.43359375,110.0,
1.0,291.0234375,598.219299316,261.11328125,86.3359375,110.0001297,
0.0,0.0,607.218811035,0.0,0.0,110.000030518,
0.0,0.0,613.222351074,0.0,0.0,110.0001297,


Status,CameraX,MotorY,CameraY,MatchLevel,MotorX,0.0,0.0,310.24420166,0.0,0.0,110.000099182,
1.0,262.7734375,319.226928711,347.46484375,84.93359375,110.000030518,
1.0,244.5,325.243011475,345.3359375,83.953125,110.000030518,
1.0,281.8046875,334.226074219,341.71484375,88.3515625,110.000068665,
1.0,263.78125,343.226379395,336.22265625,91.4453125,110.000099182,
1.0,244.8203125,349.229797363,333.26171875,89.85546875,110.000068665,
1.0,281.7734375,358.230010986,330.3203125,89.71484375,110.0,
1.0,264.37109375,367.229278564,329.94140625,90.40625,110.000030518,
1.0,244.96484375,373.229400635,325.66015625,90.79296875,110.000030518,
1.0,281.125,382.231964111,321.828125,89.87109375,110.000068665,
1.0,264.5,391.239715576,320.08203125,89.33203125,109.999969482,
1.0,245.6171875,397.237701416,321.00390625,82.96484375,110.000030518,
1.0,281.66796875,406.246459961,314.89453125,87.546875,110.0,
1.0,264.921875,415.229919434,312.58984375,90.62109375,110.000099182,
1.0,248.5,421.239044189,313.01171875,83.33984375,109.999931335,
1.0,286.42578125,430.229187012,308.5,89.74609375,110.0,
1.0,271.66015625,439.231994629,309.765625,83.54296875,110.000068665,
1.0,250.046875,445.233154297,300.16015625,83.8984375,109.999969482,
1.0,289.5,454.237030029,300.203125,85.75,110.000038147,
1.0,273.51171875,463.241577148,298.26171875,92.140625,110.000030518,
1.0,255.21484375,469.238647461,294.65234375,89.21875,110.0001297,
1.0,290.8359375,478.237426758,293.65625,89.0859375,110.0,
1.0,274.3515625,487.241394043,291.01953125,92.78125,110.0,
1.0,255.32421875,493.241027832,289.3359375,92.05859375,110.000038147,
1.0,291.1015625,502.246734619,287.21484375,91.57421875,110.0,
1.0,272.390625,511.23550415,285.96484375,93.05859375,110.0,
1.0,253.01171875,517.243225098,282.78515625,90.99609375,110.000038147,
1.0,288.1015625,526.238830566,279.15234375,95.12109375,110.0,
1.0,269.27734375,535.237060547,276.078125,97.0546875,110.000068665,
1.0,251.59765625,541.235168457,273.08203125,91.7421875,109.999969482,
1.0,288.5,550.234313965,270.4140625,88.06640625,110.0,
1.0,272.6015625,559.237915039,269.5,91.91796875,110.0,
1.0,255.1484375,565.238525391,268.26171875,93.765625,110.0,
1.0,289.69140625,574.242919922,265.046875,85.24609375,110.000030518,
1.0,273.4296875,583.251159668,265.796875,83.875,110.000068665,


Status,CameraX,MotorY,CameraY,MatchLevel,MotorX,1.0,302.671875,310.14440918,262.06640625,86.2265625,110.0,
1.0,264.01171875,319.147491455,344.09765625,89.64453125,110.000099182,
1.0,246.55078125,325.14440918,345.4609375,83.7890625,110.000038147,
1.0,283.5,334.146209717,343.609375,86.71484375,110.0001297,
1.0,265.46484375,343.13458252,335.94921875,91.68359375,110.0001297,
1.0,246.79296875,349.139404297,333.0,90.25,110.0,
1.0,283.3359375,358.138275146,330.5,89.33203125,110.000099182,
1.0,266.5,367.137969971,328.58984375,90.14453125,110.0001297,
1.0,246.3984375,373.137878418,325.44140625,90.4375,110.000099182,
1.0,283.5,382.139709473,322.1953125,89.015625,110.000038147,
1.0,265.87109375,391.144622803,320.359375,89.703125,110.0,
1.0,247.5,397.141357422,321.1015625,83.12890625,110.000068665,
1.0,283.421875,406.151794434,314.625,87.34765625,110.0001297,
1.0,266.4609375,415.149688721,311.69921875,90.9296875,110.000099182,
1.0,249.5,420.406402588,310.41796875,86.45703125,110.000099182,
1.0,301.9375,430.148254395,307.87109375,89.890625,110.0,
1.0,272.48046875,439.140411377,307.2734375,89.6015625,110.000068665,
1.0,252.1328125,445.150085449,300.3984375,83.4375,109.999969482,
1.0,291.546875,454.146331787,298.82421875,87.50390625,110.000068665,
1.0,275.66796875,463.146026611,297.8359375,92.2109375,110.000099182,
1.0,256.9453125,469.142578125,295.5,89.296875,110.000038147,
1.0,292.7265625,478.140869141,293.5625,89.10546875,110.000030518,
1.0,275.7578125,486.407806396,291.7109375,92.23828125,110.0,
1.0,271.1953125,493.14352417,289.5,92.0390625,110.000068665,
1.0,293.5,502.149536133,286.203125,90.5234375,110.0,
1.0,273.5,511.152954102,284.84765625,92.18359375,110.000099182,
1.0,255.171875,516.406494141,285.3359375,83.41015625,110.000068665,
1.0,303.5,526.156494141,279.0546875,95.27734375,110.0001297,
1.0,271.21875,535.146118164,276.9765625,96.96484375,110.0001297,
1.0,253.26171875,541.150939941,273.3046875,92.0390625,109.999969482,
1.0,289.5,550.143249512,270.6875,88.25390625,110.000099182,
1.0,274.140625,559.141906738,268.94140625,93.046875,110.0001297,
1.0,256.5,565.14654541,268.0,92.67578125,110.000030518,
1.0,291.5,574.147583008,265.0546875,85.38671875,110.000099182,
1.0,272.5,583.15423584,262.86328125,84.44921875,110.000030518,
1.0,254.59765625,589.073852539,261.6875,84.33203125,110.000099182,


Status,CameraX,MotorY,CameraY,MatchLevel,MotorX,1.0,293.85546875,309.812866211,261.8359375,86.59765625,110.000038147,
1.0,271.0078125,318.805725098,347.98046875,84.76953125,110.000099182,
1.0,253.1484375,324.806030273,345.265625,84.3984375,110.000030518,
1.0,290.51953125,333.806976318,342.5703125,87.109375,110.000068665,
1.0,271.82421875,342.805633545,335.74609375,91.47265625,109.999969482,
1.0,253.01171875,348.808380127,333.109375,90.16796875,110.000068665,
1.0,289.83203125,357.806732178,330.53515625,89.015625,110.000030518,
1.0,272.5,366.811157227,328.2109375,90.77734375,110.0,
1.0,252.2734375,372.816467285,325.46875,90.1953125,110.000030518,
1.0,289.5,381.806976318,322.87109375,89.8984375,110.0,
1.0,272.5,390.81149292,320.42578125,89.13671875,110.000030518,
1.0,253.5,396.820220947,321.296875,82.4375,110.000068665,
1.0,289.7109375,405.816680908,314.2109375,86.96875,110.0,
1.0,273.0625,414.810211182,311.73828125,90.41015625,110.000030518,
1.0,256.5,420.808685303,313.19140625,82.9140625,110.000030518,
1.0,294.4296875,429.806915283,308.5859375,90.0,110.000038147,
1.0,278.5,438.808685303,306.76171875,89.32421875,110.000068665,
1.0,261.76171875,444.809814453,304.08984375,82.47265625,110.000068665,
1.0,297.35546875,453.813018799,299.4453125,86.69140625,110.000099182,
1.0,281.5,462.817230225,298.13671875,92.50390625,110.000099182,
1.0,262.5,468.812072754,296.109375,89.60546875,109.999969482,
1.0,299.1875,477.82043457,291.875,89.7578125,110.000030518,
1.0,282.31640625,486.81942749,290.6796875,92.48046875,110.0,
1.0,263.39453125,492.823272705,289.34765625,92.38671875,110.000030518,
1.0,299.0078125,501.816101074,287.4140625,91.02734375,110.000030518,
1.0,280.25,510.810333252,284.8828125,92.20703125,110.000068665,
1.0,260.953125,516.813232422,282.0,91.89453125,110.0,
1.0,296.08203125,525.817626953,278.84765625,94.828125,110.000030518,
1.0,277.5,534.816894531,276.0859375,97.01171875,110.000099182,
1.0,259.2421875,540.812866211,273.23046875,92.5234375,109.999969482,
1.0,296.4140625,549.814147949,271.5,88.1640625,109.999969482,
1.0,280.2890625,558.821716309,267.83203125,91.48046875,109.999969482,
1.0,262.04296875,564.81652832,266.84375,93.3046875,110.000030518,
1.0,297.984375,573.824584961,265.0078125,85.5,110.000030518,
1.0,278.6328125,582.820739746,262.7890625,84.27734375,110.000068665,
1.0,260.90234375,588.822998047,261.5,84.15234375,110.0,
1.0,298.5,597.82623291,261.625,85.91015625,110.000030518,
0.0,0.0,606.816833496,0.0,0.0,110.0,
0.0,0.0,612.815002441,0.0,0.0,109.999969482,
0.0,0.0,621.817016602,0.0,0.0,110.0,


Status,CameraX,MotorY,CameraY,MatchLevel,MotorX,0.0,0.0,638.723571777,0.0,0.0,110.000068665,
0.0,0.0,644.716552734,0.0,0.0,110.000038147,
0.0,0.0,653.724609375,0.0,0.0,109.999969482,
0.0,0.0,662.732116699,0.0,0.0,110.000099182,
0.0,0.0,668.731201172,0.0,0.0,110.000030518,
0.0,0.0,677.598632812,0.0,0.0,109.999931335,


Status,CameraX,MotorY,CameraY,MatchLevel,MotorX,0.0,0.0,309.430053711,0.0,0.0,110.000030518,
1.0,278.5,318.437469482,348.0625,84.6640625,110.000030518,
1.0,260.0,324.432739258,344.98828125,84.5078125,110.0,
1.0,297.49609375,333.439361572,342.60546875,86.8359375,110.0,
1.0,278.5,342.441925049,335.92578125,91.79296875,110.000068665,
1.0,260.0625,348.438049316,334.24609375,89.890625,110.000068665,
1.0,296.58984375,357.446166992,331.27734375,89.30078125,110.0,
0.0,0.0,0.0,0.0,0.0,109.999969482,
1.0,260.18359375,372.445617676,324.65625,89.96484375,110.000068665,
1.0,296.09765625,381.432861328,321.89453125,90.17578125,110.000068665,
1.0,279.62890625,390.435455322,320.671875,89.3359375,110.0,
1.0,260.10546875,396.436096191,318.234375,88.62890625,110.000068665,
1.0,296.88671875,405.438018799,314.5,87.4296875,110.000030518,
1.0,280.5,414.4402771,312.2421875,90.484375,110.000068665,
1.0,263.2578125,420.437072754,313.23828125,82.76953125,109.999969482,
1.0,301.796875,429.440429688,306.29296875,88.00390625,110.0,
1.0,285.14453125,438.447113037,306.3671875,89.1484375,109.999969482,
1.0,268.6328125,444.442657471,302.4765625,81.5390625,110.000068665,
1.0,304.23828125,453.45022583,299.9765625,86.8828125,110.000030518,
1.0,288.68359375,462.43649292,298.73828125,92.73828125,110.0001297,
1.0,270.0390625,468.45135498,296.5,89.58203125,110.0,
1.0,306.13671875,477.439849854,292.7265625,89.3515625,110.000038147,
1.0,289.5,486.439941406,290.453125,91.7734375,110.0,
1.0,270.6796875,492.438934326,289.5,91.8515625,110.000068665,
1.0,306.28515625,501.43560791,286.07421875,91.6796875,110.000068665,
1.0,287.83203125,510.440673828,285.375,92.8828125,110.000030518,
1.0,267.5,516.439025879,281.93359375,91.53515625,110.000068665,
1.0,303.515625,525.447998047,278.99609375,95.40234375,110.0001297,
1.0,284.33203125,534.456604004,276.15625,97.0859375,109.999969482,
1.0,266.2578125,540.446228027,273.49609375,92.37890625,110.000068665,
1.0,303.00390625,549.453857422,270.3203125,87.86328125,110.0,
1.0,287.296875,558.438964844,268.91796875,91.79296875,110.000038147,
1.0,269.5,564.459228516,267.26171875,93.7421875,110.000068665,
1.0,307.76171875,573.436462402,269.44140625,83.84765625,110.000030518,
1.0,286.1328125,582.440185547,261.96484375,83.5234375,110.000068665,
1.0,267.5,588.445922852,261.890625,84.42578125,110.0001297,
1.0,305.61328125,597.445068359,261.6953125,85.94921875,109.999969482,
0.0,0.0,606.449279785,0.0,0.0,110.000030518,
0.0,0.0,613.147277832,0.0,0.0,110.000068665,


Status,CameraX,MotorY,CameraY,MatchLevel,MotorX,0.0,0.0,311.152954102,0.0,0.0,110.0,
1.0,245.578125,317.160980225,347.4609375,84.7578125,110.0001297,
1.0,284.58203125,326.155334473,344.9140625,84.1640625,110.000099182,
1.0,264.5,335.153930664,342.9765625,86.609375,110.000068665,
1.0,245.953125,341.146179199,336.99609375,91.0078125,110.000038147,
1.0,284.5,350.146331787,333.15625,89.90234375,110.000099182,
1.0,264.43359375,359.14654541,331.05078125,89.56640625,110.000030518,
1.0,247.66015625,365.149780273,327.71875,90.19921875,110.0001297,
1.0,284.96875,374.153717041,325.96484375,90.57421875,110.000068665,
1.0,263.83984375,383.160736084,322.140625,89.01171875,110.000068665,
1.0,246.609375,389.154907227,320.69921875,89.6796875,110.000068665,
1.0,285.5,398.16104126,320.9765625,82.70703125,110.000099182,
1.0,263.9375,407.149597168,314.2265625,86.75,110.0001297,
1.0,248.58984375,413.161010742,313.4296875,91.2421875,110.0001297,
1.0,287.125,422.149841309,310.71484375,87.27734375,110.000030518,
1.0,268.5,431.150512695,306.04296875,88.78515625,110.000099182,
1.0,252.5,437.150238037,305.13671875,89.015625,110.0001297,
1.0,292.42578125,446.15133667,304.0234375,81.9765625,110.000068665,
1.0,271.78515625,455.152404785,299.99609375,86.78125,110.000068665,
1.0,253.26953125,461.153045654,296.46484375,85.37109375,110.000099182,
1.0,295.109375,470.15713501,293.80859375,87.58203125,110.000099182,
1.0,274.15234375,479.163299561,293.16796875,89.859375,110.000068665,
